Customer_ID,Transaction_ID,Transaction_Date,Category_Code,Transaction_Type,Transaction_Amount,Payment_Code,Number_of_Transactions
76901,8958382,2026-07-28,3,Return,1247.37,3,
76901,2695431,2024-11-25,8,Sale,2102.4,4,11
76901,3390372,2024-09-16,2,Return,6542.57,1,
76901,5760786,2026-06-05,6,Sale,2403.48,1,11
76901,2664455,2026-01-29,3,Sale,1566.78,4,11
76901,7146251,2026-05-17,1,Sale,453.74,1,11
76901,7513233,2025-11-22,4,Sale,673.13,2,11
76901,9900324,2026-04-24,1,Sale,357.28,2,11
99664,7947525,2024-10-06,1,Sale,486.09,3,10
99664,6648291,2025-11-01,4,Sale,2150.36,5,10
99664,8310306,2025-02-16,2,Sale,5868.87,5,10
99664,2356357,2026-06-25,3,Sale,1546.93,1,10
99664,5763751,2025-03-20,9,Sale,6632.45,3,10
99664,4810476,2026-02-09,10,Return,461.13,1,
99664,8345982,2026-01-29,3,Sale,2505.08,3,10
99664,1000433,2026-03-01,5,Sale,3481.79,3,10
99664,9560764,2025-09-08,2,Sale,3433.42,3,10
99664,2256766,2025-04-27,1,Sale,910.57,3,10
99664,5849708,2026-05-31,7,Sale,6607.9,2,10
57217,4158060,2024-10-03,6,Sale,2548.92,5,5
57217,5421148,2024-12-04,4,Sale,1699.06,4,5
57217,5378939,2025-03-16,4,Sale,491.16,2,5
57217,5413075,2025-09-30,1,Return,917.19,2,
57217,4811334,2025-12-11,5,Sale,2786.15,5,5
57217,3697614,2025-10-25,3,Sale,1773.6,4,5
74592,4369250,2025-07-29,2,Sale,4740.1,3,3
74592,1222812,2025-07-11,4,Sale,1658.41,4,3
74592,7381294,2024-12-04,4,Sale,823.76,4,3
57532,1992537,2026-02-17,8,Sale,3517.06,5,8
57532,8752813,2024-10-12,5,Sale,5168.49,5,8
57532,8550072,2026-04-22,1,Sale,1198.35,5,8
57532,1035045,2025-01-06,10,Sale,862.76,1,8
57532,3940548,2026-04-14,6,Sale,1792,4,8
57532,9018293,2025-04-20,2,Sale,3006.61,4,8
57532,4664064,2025-06-29,1,Return,1066.96,2,
57532,9613166,2026-01-08,4,Return,2637.18,5,
57532,7645191,2025-05-18,4,Sale,1423.24,5,8
57532,1346973,2025-11-29,5,Sale,3026.42,2,8
35503,6091328,2025-05-15,2,Return,1678.75,5,
35503,4554815,2026-07-20,4,Sale,334.77,2,11
35503,9783598,2026-06-25,3,Sale,976.81,2,11
35503,5532130,2025-05-21,1,Sale,739.28,5,11
35503,5294324,2024-12-07,1,Return,1465.14,4,
35503,3577825,2025-03-07,1,Sale,558.33,2,11
35503,7536843,2025-10-17,2,Sale,6002.64,4,11
35503,9417329,2025-10-19,6,Sale,1678.91,5,11
35503,5637932,2025-07-01,10,Sale,614.8,4,11
35503,4399526,2025-05-12,8,Sale,2789.61,1,11
35503,2172010,2024-11-04,6,Sale,1044.88,4,11
35503,4662361,2025-09-13,6,Sale,395.65,1,11
35503,6608607,2025-10-06,4,Sale,663.84,1,11
21960,7898772,2026-05-31,1,Sale,528.13,1,4
21960,3983254,2025-02-19,6,Sale,1637.56,2,4
21960,3503041,2025-09-15,4,Sale,1658.21,4,4
21960,6930612,2025-06-20,7,Sale,4832.39,1,4
31052,2157029,2024-11-16,8,Return,2181.88,3,
31052,5445413,2025-12-17,9,Sale,6226.97,3,8
31052,2849949,2026-06-08,2,Return,7019.85,5,
31052,5737535,2026-01-30,10,Return,1266.6,5,
31052,3612894,2026-04-26,3,Sale,3137.9,4,8
31052,5738524,2024-12-11,2,Sale,5456.17,5,8
31052,3658495,2025-07-26,5,Sale,8482.81,5,8
31052,6770443,2026-06-27,2,Return,5282.09,4,
31052,2728249,2025-07-31,1,Sale,712.91,4,8
31052,9209672,2025-08-27,1,Sale,468.9,3,8
31052,7734219,2026-03-13,9,Sale,6145.59,3,8
31052,2992549,2025-11-02,3,Sale,1693.65,5,8
38361,8594966,2026-02-21,1,Sale,985.82,5,4
38361,5753300,2025-05-01,7,Sale,9238.92,2,4
38361,2793508,2026-03-30,2,Sale,9999.99,2,4
38361,5370772,2025-04-22,4,Sale,846.72,4,4
68962,3996608,2025-04-16,5,Sale,5508.82,4,9
68962,6111070,2025-02-08,10,Sale,529.27,2,9
68962,4340104,2025-10-24,5,Return,3547.43,4,
68962,8558320,2025-10-13,1,Sale,582.72,4,9
68962,5439582,2025-08-09,5,Sale,9999.99,5,9
68962,5259008,2025-08-02,6,Sale,1470.45,2,9
68962,4725873,2026-06-11,2,Sale,5938.4,5,9
68962,3626302,2025-01-18,2,Sale,3206.29,4,9
68962,9953699,2025-05-12,6,Sale,1197.31,5,9
68962,8568545,2025-05-18,4,Sale,989.19,1,9
80450,1412093,2025-11-22,4,Sale,1213.91,3,7
80450,8449007,2025-08-12,2,Sale,6008.19,4,7
80450,5884890,2025-05-15,4,Sale,761.75,1,7
80450,6382881,2026-03-14,9,Sale,4562.64,4,7
80450,5607356,2026-07-23,2,Sale,2889.36,5,7
80450,2171932,2025-06-23,2,Sale,2134.1,1,7
80450,2798801,2026-07-29,8,Sale,5394.44,5,7
80450,1230479,2026-05-15,9,Return,5171.45,1,
46517,4148653,2024-08-24,8,Sale,4515.99,4,10
46517,1538479,2024-09-21,3,Sale,2820.25,1,10
46517,2259866,2025-06-05,3,Sale,2119.48,4,10
46517,6800020,2025-11-27,4,Sale,645.4,2,10
46517,5801018,2025-01-04,7,Sale,5956.63,2,10
46517,5010296,2024-09-10,1,Sale,310.19,1,10
46517,2942776,2025-01-11,2,Sale,3029.44,1,10
46517,8092890,2026-05-19,10,Sale,1046.7,3,10
46517,8532376,2026-07-12,8,Sale,2394.15,3,10
46517,3772633,2025-11-08,9,Sale,7535.04,5,10
65935,1718708,2025-01-26,3,Sale,1704.49,5,11
65935,1329027,2025-06-27,7,Sale,3410.11,1,11
65935,8546192,2025-09-13,1,Sale,1255.06,5,11
65935,3695194,2025-08-12,2,Sale,3308.16,2,11
65935,3638917,2026-06-06,1,Sale,440.23,4,11
65935,2152738,2025-08-23,1,Sale,725.45,2,11
65935,2448931,2025-06-14,2,Sale,2655.59,2,11
65935,4375164,2025-03-30,6,Sale,1836.78,4,11
65935,8497962,2026-06-30,10,Sale,957.26,2,11
65935,7999350,2026-06-09,5,Sale,9953.62,5,11
65935,6884363,2025-10-26,1,Sale,197.58,1,11
40450,8060752,2025-09-26,8,Return,5945.7,4,
40450,8008526,2026-07-13,7,Return,4375.96,4,
40450,7636473,2026-02-07,3,Sale,1213.6,4,5
40450,6645197,2026-03-21,3,Sale,1872.58,3,5
40450,5932191,2026-06-21,10,Sale,726.65,3,5
40450,9966344,2025-12-31,2,Sale,4833.13,2,5
40450,2508646,2026-07-16,1,Sale,807.8,3,5
32206,8163661,2024-10-20,3,Sale,2146.08,3,7
32206,9557085,2024-11-22,1,Sale,813.26,3,7
32206,1845623,2025-07-01,2,Sale,4659.48,3,7
32206,5528446,2025-12-14,9,Sale,2997.28,4,7
32206,8398336,2024-08-09,10,Sale,388.22,1,7
32206,1254116,2026-06-15,4,Sale,1370.11,5,7
32206,6280913,2024-12-09,2,Sale,4360.9,4,7
13128,5580083,2026-04-11,1,Sale,2240.09,5,5
13128,7113791,2024-12-06,4,Sale,744.55,2,5
13128,2169972,2026-05-29,1,Sale,1161.39,1,5
13128,8248982,2024-10-07,10,Sale,653.83,4,5
13128,6338818,2024-12-07,2,Sale,6803.01,4,5
13128,2199036,2025-01-03,7,Return,6966.57,5,
15080,1836514,2025-03-07,6,Sale,2296.83,3,16
15080,3025150,2026-04-30,10,Sale,270.3,4,16
15080,9695062,2026-03-10,8,Sale,5010.95,3,16
15080,7306274,2025-01-14,4,Sale,1236.24,5,16
15080,4806318,2025-06-23,3,Sale,607.55,4,16
15080,2563387,2024-09-19,5,Sale,3982.64,4,16
15080,9992958,2026-07-01,5,Sale,5579.74,4,16
15080,8360618,2026-03-28,4,Sale,1089.77,3,16
15080,5973438,2025-10-13,1,Sale,424.22,1,16
15080,6811638,2024-08-31,1,Sale,1545.59,5,16
15080,6916649,2025-05-15,3,Sale,1333.16,2,16
15080,9503071,2024-08-08,4,Sale,1391.29,5,16
15080,4094770,2025-08-03,4,Sale,1443.36,4,16
15080,3425194,2024-08-12,3,Sale,747.52,1,16
15080,5226491,2026-07-05,10,Sale,1886.18,5,16
15080,6207741,2025-01-09,4,Sale,1899.74,5,16
46128,3326298,2026-07-28,5,Sale,6772.87,2,11
46128,5200530,2026-05-21,5,Sale,7503.18,5,11
46128,4378988,2025-07-04,9,Return,8206.57,3,
46128,4579714,2025-02-24,3,Sale,4759.74,3,11
46128,1569637,2024-09-07,3,Sale,1679.5,4,11
46128,3591674,2026-03-07,5,Sale,4134.9,2,11
46128,4475709,2025-12-31,2,Sale,1872.72,1,11
46128,3499898,2025-05-15,6,Sale,882.5,3,11
46128,1402649,2024-12-14,1,Sale,1040.44,3,11
46128,2778908,2026-06-14,8,Sale,2255.74,4,11
46128,9445228,2026-03-17,8,Sale,2803.63,3,11
46128,3858022,2025-10-15,1,Sale,822.76,1,11
19444,9761007,2025-02-07,3,Sale,939.24,2,9
19444,8416495,2024-10-24,1,Sale,451.08,5,9
19444,7954805,2024-10-14,1,Return,231.77,1,
19444,1256143,2025-02-14,7,Sale,9999.99,2,9
19444,2381655,2024-12-06,4,Sale,2041.6,4,9
19444,2002960,2025-04-27,1,Sale,766.15,4,9
19444,6285180,2025-07-18,8,Sale,3018.16,5,9
19444,3820405,2026-04-29,7,Sale,6236.52,4,9
19444,8625874,2025-05-01,2,Sale,4511.4,4,9
19444,1789260,2025-03-21,3,Return,683.57,4,
19444,4837930,2024-12-18,3,Sale,1365.81,5,9
65749,8981149,2024-11-03,7,Return,6879.15,2,
65749,3515178,2026-05-26,2,Sale,2291.75,2,6
65749,2584231,2026-03-18,7,Sale,9999.99,2,6
65749,3769428,2025-04-14,1,Sale,1344.3,4,6
65749,1978683,2024-12-25,9,Sale,4717.03,2,6
65749,2053909,2025-02-08,2,Sale,5664.02,2,6
65749,4992137,2024-09-18,1,Sale,1010.82,4,6
91819,4069350,2026-03-26,9,Sale,4834.27,2,6
91819,9292472,2025-05-27,3,Sale,3520.86,5,6
91819,2711416,2026-05-18,1,Sale,823.46,3,6
91819,4093512,2024-09-07,5,Sale,8832.05,3,6
91819,2219913,2026-07-27,1,Return,532,1,
91819,4367835,2024-08-14,10,Sale,1290.12,3,6
91819,7365638,2025-12-15,4,Sale,1278.08,2,6
92717,7854163,2025-10-08,5,Sale,2071.84,1,10
92717,5970748,2024-11-02,4,Sale,1024.65,5,10
92717,9749269,2026-02-20,7,Sale,9999.99,5,10
92717,3396176,2026-03-31,10,Return,1899.3,3,
92717,1536328,2025-02-11,1,Sale,844.12,3,10
92717,6898131,2026-03-30,5,Sale,7937.89,3,10
92717,8323530,2025-12-21,3,Sale,1093.51,5,10
92717,4683879,2025-07-05,3,Sale,1038.37,3,10
92717,1695299,2026-04-18,2,Sale,3910.32,2,10
92717,3927080,2025-04-13,7,Sale,8363.23,3,10
92717,5757960,2025-01-20,3,Sale,681.89,4,10
92971,1348838,2026-07-11,1,Sale,813.06,3,6
92971,1298282,2026-01-29,7,Sale,4209.54,1,6
92971,9822089,2024-11-16,9,Sale,2187.59,2,6
92971,5775768,2026-07-30,1,Sale,1904.94,2,6
92971,1773340,2026-07-04,4,Sale,3012.43,5,6
92971,6118577,2026-05-18,1,Sale,724.71,4,6
16601,2051899,2025-03-21,4,Sale,818.39,3,5
16601,3723253,2024-12-27,6,Sale,1071.49,3,5
16601,3852009,2024-12-25,8,Sale,3225.37,4,5
16601,3249082,2025-02-11,5,Sale,9999.99,5,5
16601,4771590,2026-07-04,1,Sale,450.83,3,5
41883,4526396,2026-07-08,1,Sale,648.11,2,13
41883,4045467,2026-04-04,5,Sale,2657.64,1,13
41883,8328529,2026-01-11,6,Sale,1844.02,3,13
41883,4476401,2025-04-14,2,Sale,4774.92,3,13
41883,9469823,2026-01-24,1,Sale,983.54,3,13
41883,7808353,2024-11-18,8,Sale,3285.63,4,13
41883,7572065,2025-05-23,3,Sale,1443.31,1,13
41883,9244810,2025-04-03,6,Sale,2195.61,5,13
41883,7727326,2025-06-16,3,Sale,1233.31,5,13
41883,3864996,2025-04-04,6,Sale,663.51,3,13
41883,8689852,2026-02-18,3,Sale,3381.19,1,13
41883,5111181,2024-08-23,3,Sale,1036.45,4,13
41883,2241001,2024-11-08,10,Sale,541.16,4,13
41883,4150303,2025-01-04,3,Return,1217.27,1,
82845,4982240,2025-12-14,4,Sale,1995.09,3,19
82845,1696665,2024-10-12,1,Return,400.14,4,
82845,1750464,2026-07-17,2,Sale,3497.55,4,19
82845,8164141,2024-12-15,7,Sale,8589.12,3,19
82845,3271508,2025-05-01,4,Sale,2259.87,3,19
82845,5169681,2025-02-23,6,Sale,1687.32,4,19
82845,5025499,2024-11-29,3,Sale,2264.84,3,19
82845,1832664,2026-04-22,2,Sale,3099.78,4,19
82845,4416769,2026-06-16,5,Sale,9999.99,3,19
82845,4772951,2024-12-24,10,Sale,1024.65,3,19
82845,7012028,2024-09-19,1,Sale,448.47,3,19
82845,9832733,2025-11-16,10,Sale,1008.52,1,19
82845,9719726,2024-11-16,5,Sale,3486.8,2,19
82845,3667898,2025-04-17,2,Sale,2926.52,2,19
82845,8538466,2025-08-22,2,Sale,9999.99,5,19
82845,4299874,2025-09-18,2,Sale,1939.09,1,19
82845,8158906,2025-09-15,9,Sale,9999.99,5,19
82845,6324003,2026-06-18,4,Sale,658.84,1,19
82845,6300147,2025-05-07,10,Sale,1304.69,5,19
82845,9695507,2025-06-23,3,Sale,1452.24,3,19
41761,6175118,2025-06-07,3,Sale,2249.84,5,8
41761,5966228,2025-05-20,9,Sale,8612.26,5,8
41761,5832305,2024-11-01,9,Sale,4453.36,4,8
41761,2479802,2025-01-31,3,Sale,3560.79,2,8
41761,1807317,2026-01-20,1,Sale,980.83,4,8
41761,9645614,2025-01-21,3,Sale,1496.63,3,8
41761,5342632,2026-06-20,3,Sale,1784.93,2,8
41761,2329825,2025-07-22,3,Sale,964.85,5,8
72701,3555856,2025-12-01,5,Sale,9999.99,4,21
72701,5387254,2025-04-10,4,Sale,1807.37,3,21
72701,2964017,2025-07-29,5,Sale,7844.62,3,21
72701,1781853,2025-05-14,8,Sale,2854.6,2,21
72701,7769370,2025-07-18,8,Sale,3593.78,3,21
72701,6380120,2024-08-02,6,Sale,1109.28,3,21
72701,5404986,2025-12-08,1,Sale,985.45,4,21
72701,1734495,2024-12-02,3,Sale,2775.15,3,21
72701,3536325,2026-04-14,2,Sale,3228.2,1,21
72701,4905532,2026-07-08,7,Sale,9881.99,1,21
72701,3191606,2025-10-01,5,Sale,8471.44,4,21
72701,2555207,2025-07-18,7,Sale,2660.03,2,21
72701,7888450,2025-11-07,1,Sale,144.1,4,21
72701,7931327,2025-01-05,10,Sale,462.84,5,21
72701,7321823,2025-05-11,8,Sale,1794.97,5,21
72701,5050737,2024-08-31,1,Sale,858.41,3,21
72701,1086023,2026-04-23,9,Return,6497.65,5,
72701,9943035,2025-02-09,8,Sale,2687.41,2,21
72701,3641131,2024-12-05,3,Sale,2456.03,4,21
72701,2457278,2025-02-25,3,Sale,1451.99,5,21
72701,9379330,2026-06-24,6,Sale,504.17,4,21
72701,2938930,2026-01-27,8,Sale,2681.22,5,21
21886,5338201,2025-11-16,2,Sale,2027.41,1,8
21886,8145209,2025-12-23,9,Sale,4789.86,3,8
21886,3906780,2024-12-05,4,Sale,1226.25,2,8
21886,3722315,2025-02-27,4,Sale,1719.75,5,8
21886,1056555,2025-06-16,8,Return,1400.46,2,
21886,7104418,2026-05-26,2,Sale,4117.85,2,8
21886,3871476,2024-09-29,9,Sale,5760.03,2,8
21886,3767573,2025-10-27,1,Sale,416.72,1,8
21886,2342851,2024-08-14,1,Sale,1094.16,5,8
63422,8538424,2025-01-19,3,Sale,1929.78,3,8
63422,7862028,2025-01-18,4,Sale,1225,5,8
63422,4954502,2026-04-24,5,Return,5189.27,2,
63422,8791276,2026-04-27,3,Sale,5310.75,3,8
63422,6859831,2024-08-25,10,Sale,782.42,5,8
63422,1463646,2025-05-26,3,Sale,1764.55,3,8
63422,2341317,2024-10-16,5,Sale,9999.99,5,8
63422,7728175,2025-07-30,1,Sale,1345.8,5,8
63422,2146685,2024-08-07,2,Sale,5413.61,5,8
38858,2623222,2026-05-15,6,Sale,2182.89,5,9
38858,2156184,2025-09-08,8,Sale,4022.83,5,9
38858,4523631,2025-12-05,2,Return,4300.87,1,
38858,5283611,2025-07-09,3,Sale,3891.66,3,9
38858,5991416,2024-10-30,7,Sale,7181.29,2,9
38858,5491298,2026-04-23,1,Sale,1135.96,5,9
38858,2918490,2025-03-11,2,Sale,6987.72,3,9
38858,2324580,2026-03-17,1,Sale,546.97,2,9
38858,6457310,2025-12-28,7,Sale,9653.38,5,9
38858,2908928,2025-04-21,6,Sale,4202.79,5,9
66688,6256363,2025-12-14,6,Sale,1792.67,3,3
66688,1307918,2024-11-23,1,Sale,1147.39,1,3
66688,4524394,2026-01-28,6,Sale,1752.55,3,3
59687,9201256,2026-01-24,3,Sale,1456.95,2,8
59687,4607544,2025-08-30,9,Return,5943.77,5,
59687,1838218,2026-02-26,5,Sale,9497.45,5,8
59687,8335200,2025-01-19,4,Sale,1634.67,5,8
59687,4320031,2024-08-24,9,Sale,9999.99,5,8
59687,2647428,2025-04-26,1,Return,1476.59,2,
59687,5089054,2025-03-25,1,Sale,1102.89,5,8
59687,3956032,2026-07-25,2,Sale,4082.73,2,8
59687,6981628,2025-11-25,2,Sale,7810.64,5,8
59687,5371072,2026-06-03,5,Sale,9999.99,4,8
30321,1981521,2026-02-07,2,Sale,4801.05,4,5
30321,2003135,2024-08-17,2,Sale,3219.64,4,5
30321,9585418,2025-03-31,2,Sale,4921.79,2,5
30321,3807114,2025-03-27,7,Sale,8105.84,5,5
30321,1847185,2025-04-30,1,Sale,1226.25,2,5
87650,3182209,2025-04-06,3,Sale,1691.9,4,7
87650,2090003,2025-01-18,5,Sale,5645.07,3,7
87650,6658660,2026-02-23,6,Sale,1961.75,5,7
87650,8710425,2026-01-27,7,Sale,6301.49,1,7
87650,3400396,2024-11-09,2,Sale,4050.11,5,7
87650,6650308,2025-06-15,8,Sale,2021.39,5,7
87650,4319782,2025-12-26,9,Sale,9999.99,5,7
87650,7135151,2025-11-26,5,Return,9848.92,4,
32136,9040168,2025-07-23,10,Sale,1829.69,4,9
32136,5489599,2024-11-20,1,Return,2022.71,5,
32136,5401990,2025-02-19,1,Sale,750.58,3,9
32136,3911631,2026-06-02,2,Sale,5879.6,1,9
32136,3641803,2024-10-19,1,Sale,761.5,5,9
32136,1958561,2024-10-27,5,Sale,3929.47,1,9
32136,3843435,2026-06-12,6,Sale,1361.39,2,9
32136,6703745,2025-12-20,5,Return,3770.73,1,
32136,7258991,2025-09-28,2,Return,5395.1,3,
32136,9340179,2025-05-21,5,Sale,7388.31,4,9
32136,6397316,2025-08-29,9,Sale,3575.92,3,9
32136,1938476,2024-08-06,3,Sale,2174.15,5,9
67785,6856444,2024-09-30,3,Sale,1040.38,2,7
67785,6480848,2025-08-04,3,Return,3026.23,5,
67785,8728623,2024-10-13,6,Sale,2281.01,3,7
67785,6846379,2025-09-18,3,Sale,1836.27,3,7
67785,2523025,2025-03-09,1,Sale,1158.1,2,7
67785,8859120,2025-07-20,4,Sale,702.33,2,7
67785,8825465,2025-10-29,7,Sale,7673.9,4,7
67785,4044737,2024-11-14,6,Sale,2623.92,3,7
81823,5206484,2025-04-07,6,Sale,956.54,3,2
81823,6934313,2026-05-21,2,Sale,3033.6,4,2
79132,7139004,2025-11-12,1,Sale,759.62,3,13
79132,7749610,2026-07-26,1,Sale,412.51,1,13
79132,1458190,2026-02-23,6,Sale,3749.97,5,13
79132,2615777,2025-07-30,3,Sale,989.33,3,13
79132,4554251,2026-06-25,6,Sale,517.87,1,13
79132,6340928,2025-07-11,2,Sale,5943.01,3,13
79132,9059545,2025-03-01,1,Sale,559.8,4,13
79132,6145165,2025-10-13,1,Sale,743.34,4,13
79132,2168694,2026-06-01,1,Sale,1054.9,3,13
79132,3551896,2025-10-23,4,Sale,1921.69,4,13
79132,4257074,2025-10-13,6,Return,1154.33,5,
79132,1757909,2025-09-13,4,Sale,1704.37,3,13
79132,4171417,2026-03-19,2,Return,6270.08,5,
79132,9741212,2026-03-20,2,Sale,2079.09,4,13
79132,4331222,2025-02-02,1,Sale,463.55,1,13
31151,5877293,2025-11-09,2,Sale,3487.86,5,8
31151,3037797,2024-09-11,5,Sale,6960.44,4,8
31151,8020396,2024-12-29,1,Sale,667.23,1,8
31151,5917505,2025-11-18,4,Sale,1283.88,2,8
31151,1188653,2026-04-03,7,Sale,9999.99,5,8
31151,8440910,2026-05-20,8,Sale,2369.66,2,8
31151,5680126,2025-10-27,5,Sale,4881.88,3,8
31151,6740705,2025-03-31,9,Sale,5305.6,2,8
31151,9783815,2025-02-24,9,Return,2849.38,1,
31151,8429463,2025-09-13,8,Return,2635.06,5,
27872,8758986,2026-05-18,3,Return,1905.51,2,
27872,2807080,2026-07-29,8,Sale,3414.92,4,11
27872,3773830,2025-12-02,4,Sale,2612.69,5,11
27872,5256793,2025-12-11,8,Sale,2983.97,1,11
27872,3036448,2025-03-29,4,Return,1489.15,3,
27872,3185541,2024-09-14,1,Sale,508.95,4,11
27872,4714579,2025-06-01,3,Sale,1052.24,4,11
27872,5769423,2024-08-08,3,Sale,1075.2,2,11
27872,4421366,2026-07-22,3,Sale,1601.77,1,11
27872,3074233,2026-07-27,4,Sale,464.92,2,11
27872,8844329,2025-09-13,7,Sale,5334.71,3,11
27872,8505795,2025-05-21,7,Sale,9999.99,4,11
27872,3994428,2024-09-13,1,Sale,1188.2,3,11
74134,8106579,2026-03-16,2,Sale,1775.87,5,5
74134,2548001,2026-04-19,1,Sale,1529.9,5,5
74134,6123833,2025-04-21,6,Sale,924.67,2,5
74134,2208411,2026-03-28,8,Sale,3663,5,5
74134,1636992,2024-11-19,8,Sale,1449.53,1,5
69001,7066770,2025-01-25,1,Sale,1476.51,3,4
69001,5226755,2026-04-17,10,Sale,1164.72,1,4
69001,9040281,2024-08-21,2,Sale,3939.5,2,4
69001,1640833,2026-05-27,3,Sale,1202.17,1,4
28856,8329525,2026-02-01,3,Sale,475.52,1,13
28856,6007629,2025-07-31,6,Sale,1932.22,3,13
28856,7046748,2025-01-06,2,Sale,3069.56,3,13
28856,2427835,2026-07-07,3,Return,1935.21,3,
28856,1348733,2024-08-28,2,Sale,4445.65,2,13
28856,1927966,2024-09-27,6,Sale,1150.5,5,13
28856,7418501,2025-05-15,2,Sale,3687.64,3,13
28856,6487338,2024-11-21,9,Sale,5297.59,4,13
28856,8763127,2025-06-06,4,Sale,1121.77,3,13
28856,3482474,2026-05-15,10,Sale,1725.63,3,13
28856,7028565,2025-04-27,6,Sale,1286.97,5,13
28856,5558133,2026-01-28,1,Sale,1856.89,5,13
28856,4714474,2025-07-21,7,Sale,5720.98,3,13
28856,8875163,2026-04-03,10,Sale,1137.3,4,13
36496,1146740,2025-06-03,4,Sale,2018.93,3,2
36496,6380934,2024-10-17,4,Sale,1415.31,2,2
53681,6480612,2024-08-17,5,Sale,3975.62,2,16
53681,5140779,2026-03-23,3,Sale,3833.17,5,16
53681,9330067,2025-01-15,2,Sale,1619.26,4,16
53681,1581749,2024-09-07,3,Sale,700.11,2,16
53681,5675778,2025-11-22,9,Sale,9999.99,5,16
53681,4806509,2024-10-13,7,Return,4129.31,4,
53681,8550984,2025-02-22,10,Sale,1363.35,5,16
53681,7848289,2025-06-11,3,Sale,686.59,1,16
53681,8906445,2026-02-23,6,Sale,1722.03,2,16
53681,2348494,2024-10-12,4,Sale,679.52,2,16
53681,6718444,2025-06-17,10,Sale,3089.54,5,16
53681,1512137,2024-10-25,9,Return,5980.96,4,
53681,4316311,2025-08-26,1,Sale,552.52,2,16
53681,1898365,2025-05-05,10,Sale,653.61,4,16
53681,1445961,2025-08-29,1,Sale,966.51,4,16
53681,2162448,2024-11-04,6,Sale,1068.14,5,16
53681,4962544,2026-03-21,9,Sale,2594.75,4,16
53681,5981386,2025-07-13,4,Sale,2036.22,5,16
99351,5732003,2026-04-19,4,Sale,1139.76,3,8
99351,2467213,2024-12-09,7,Sale,3235.67,1,8
99351,4060220,2025-11-12,2,Sale,4066.94,5,8
99351,9716601,2024-08-21,4,Sale,1917.17,2,8
99351,3515952,2026-07-06,7,Sale,6590.96,4,8
99351,9731123,2024-09-02,4,Sale,1545.29,2,8
99351,6631886,2025-08-12,3,Return,2028.73,3,
99351,5348897,2025-04-15,9,Sale,5109.51,5,8
99351,7609016,2025-01-29,1,Sale,626.11,4,8
79423,6290139,2025-03-19,10,Sale,3326.97,3,7
79423,2058984,2026-05-12,4,Sale,609.39,4,7
79423,7591536,2025-07-30,3,Sale,1947.16,3,7
79423,4189679,2025-05-01,3,Sale,1701.38,1,7
79423,9634146,2026-04-01,3,Sale,3723.73,3,7
79423,4361248,2025-03-26,1,Sale,604.4,5,7
79423,9753253,2025-10-13,3,Sale,1065.93,2,7
81049,3875079,2024-10-17,2,Return,5420.84,5,
81049,3251051,2024-12-20,2,Sale,3088.38,2,11
81049,1521724,2025-09-01,4,Sale,878.29,1,11
81049,1275951,2026-07-09,4,Sale,1109.59,5,11
81049,2883822,2024-12-05,10,Sale,809.15,4,11
81049,2442989,2025-01-24,2,Sale,3411.61,5,11
81049,1402692,2025-07-10,5,Sale,4235.06,4,11
81049,4020968,2026-05-10,6,Sale,1703.96,4,11
81049,2984602,2025-07-31,1,Sale,1399.87,4,11
81049,6596646,2026-01-03,6,Sale,1697.99,2,11
81049,1186368,2024-12-12,9,Sale,8574.2,1,11
81049,5537595,2025-02-22,3,Sale,2322,4,11
97132,7124148,2025-11-29,2,Sale,7574.51,5,2
97132,8376426,2026-01-01,4,Sale,292.43,1,2
58146,1899250,2025-10-02,9,Sale,4504.95,4,15
58146,4592187,2024-10-08,9,Sale,4160.61,3,15
58146,2629380,2025-06-04,1,Sale,996.81,3,15
58146,4061155,2025-06-21,3,Sale,1230.92,4,15
58146,3945592,2025-05-24,8,Sale,1943.74,5,15
58146,6065239,2024-11-06,1,Sale,1113.45,5,15
58146,9585566,2025-06-01,8,Sale,8053.04,3,15
58146,7296573,2026-06-12,5,Sale,4808.33,3,15
58146,4793374,2025-03-06,6,Sale,1865.89,2,15
58146,4493421,2026-01-10,1,Sale,1787.85,3,15
58146,5110450,2024-09-21,2,Sale,3839.76,4,15
58146,9043764,2025-10-19,5,Sale,4280.53,2,15
58146,8115111,2026-03-24,7,Sale,9999.99,4,15
58146,2162895,2024-12-01,5,Sale,4843.85,5,15
58146,3402054,2025-01-26,1,Sale,2077.22,3,15
84049,4601547,2025-10-07,3,Return,1044.54,5,
84049,9755056,2026-03-12,2,Return,3393.4,5,
84049,8102240,2025-09-05,7,Sale,9999.99,3,10
84049,2191345,2024-10-22,3,Sale,1694.65,3,10
84049,3984943,2025-01-08,6,Sale,1735.41,3,10
84049,8736243,2024-08-01,10,Sale,638.36,4,10
84049,8559573,2026-07-29,3,Sale,898.48,1,10
84049,5832791,2026-07-15,7,Sale,9999.99,4,10
84049,7957515,2025-09-05,4,Sale,785.16,1,10
84049,1811914,2024-09-01,5,Sale,4372.93,4,10
84049,9214121,2025-03-08,4,Sale,804.43,4,10
84049,7824989,2024-11-29,8,Sale,3685.3,3,10
60591,1799813,2025-07-26,4,Return,1032.33,3,
60591,3775944,2025-02-04,5,Sale,4580.18,3,8
60591,2091645,2024-12-13,2,Sale,7399.99,5,8
60591,2157249,2025-08-15,4,Sale,1175.97,5,8
60591,5848786,2025-01-26,9,Sale,5971.1,3,8
